price,area,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
3200000,900,2,2,2,,Resale,1,Unfurnished,,Flat
7500000,1786,3,2,2,Ready to Move,Resale,,Furnished,,Flat
16000000,1440,3,3,1,Ready to Move,Resale,20,Semi-Furnished,0,Flat
2800000,1050,2,2,3,Ready to Move,New Property,,,,Flat
8000000,1500,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,850,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
4200000,1106,2,2,3,Ready to Move,Resale,,,,Flat
2800000,534,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
8500000,1875,3,3,3,,Resale,1,Unfurnished,,Individual House
14000000,1720,3,3,,,Resale,,Semi-Furnished,,Flat
4200000,860,2,2,3,,Resale,1,Unfurnished,,Flat
4150000,1200,2,2,,,Resale,,Semi-Furnished,,Flat
4800000,1080,3,2,,,Resale,,Semi-Furnished,,Individual House
11000000,1789,3,3,,,Resale,,Unfurnished,,Flat
40000000,4500,3,4,,Ready to Move,New Property,,Unfurnished,,Flat
11000000,1700,3,3,4,Ready to Move,Resale,1,,1,Flat
9500000,1802,3,3,3,Ready to Move,Resale,,,2,Flat
4200000,800,2,2,2,Ready to Move,Resale,,,,Flat
10500000,1600,3,3,3,Ready to Move,Resale,2,,2,Flat
8500000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
7000000,1770,3,3,,Ready to Move,Resale,,,,Individual House
3220000,805,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
2600000,875,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3600000,1275,2,2,,,Resale,,Semi-Furnished,,Individual House
3000000,890,2,2,3,Ready to Move,Resale,1,,2,Flat
2750000,920,2,2,2,Ready to Move,New Property,1,,2,Flat
11500000,2000,3,3,,,Resale,1,Semi-Furnished,,Flat
8500000,1690,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House
6700000,1415,3,3,2,Ready to Move,Resale,1,,1,Flat
5200000,1150,3,2,,Ready to Move,Resale,1,Furnished,,Flat
2800000,800,2,2,2,Ready to Move,Resale,,,,Flat
9500000,1510,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
8000000,1263,3,3,3,Ready to Move,Resale,1,,0,Flat
4200000,1335,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
7000000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
8600000,1650,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
7000000,1709,3,2,3,Ready to Move,Resale,,,,Flat
9200000,2400,4,3,4,Ready to Move,Resale,1,Semi-Furnished,,Flat
10000000,1554,3,3,4,Ready to Move,New Property,,,,Flat
11500000,1920,3,3,1,Ready to Move,Resale,2,,3,Flat
3800000,1035,2,2,,,Resale,,Unfurnished,,Flat
8500000,1803,3,3,2,Ready to Move,Resale,,,,Flat
3400000,825,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4800000,1175,2,2,,Ready to Move,Resale,,,,Flat
9000000,1725,3,3,,Ready to Move,Resale,1,,2,Flat
8200000,1250,9,4,2,Ready to Move,Resale,,Unfurnished,,Flat
7700000,1420,2,2,2,Ready to Move,Resale,1,,2,Individual House
3200000,990,2,2,,,Resale,,Semi-Furnished,,Flat
8400000,1430,2,2,2,Ready to Move,Resale,1,,2,Flat
5500000,1300,3,3,2,Ready to Move,Resale,,Unfurnished,,Individual House
5400000,1184,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
13000000,1805,3,3,2,Ready to Move,Resale,,Furnished,,Individual House
2500000,1000,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1495,3,3,5,Ready to Move,Resale,1,,2,Flat
6500000,1225,3,2,,,Resale,,Semi-Furnished,,Individual House
2800000,1000,2,2,2,Ready to Move,New Property,1,,4,Individual House
11000000,1900,3,3,3,Ready to Move,Resale,,,,Flat
5000000,1006,2,2,,Ready to Move,Resale,,Furnished,,Flat
12000000,1800,4,3,2,Ready to Move,Resale,2,Semi-Furnished,,Flat
4000000,960,2,2,,,Resale,,Unfurnished,,Flat
7200000,1540,3,2,3,Ready to Move,Resale,,,,Flat
4600000,1082,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5100000,1195,2,2,2,Ready to Move,Resale,,,,Flat
7800000,1650,3,3,,Ready to Move,Resale,1,,2,Flat
7950000,1800,3,3,4,,Resale,,Unfurnished,,Flat
5700000,900,3,2,2,Ready to Move,New Property,1,Furnished,,Flat
9500000,1453,3,2,3,Ready to Move,Resale,,,,Flat
5560000,1400,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3400000,890,2,2,,,Resale,,Unfurnished,,Flat
7500000,1250,3,2,3,Ready to Move,Resale,,,,Individual House
3550000,850,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Individual House
5800000,1000,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
8500000,1670,3,3,4,Ready to Move,Resale,,,,Individual House
3200000,865,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
4500000,1000,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3200000,750,2,2,,Ready to Move,Resale,1,Furnished,1,Flat
5000000,1100,3,2,1,Ready to Move,Resale,,,0,Flat
12000000,1640,3,2,3,Ready to Move,Resale,,,,Flat
7500000,1415,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
12000000,1150,3,3,,Ready to Move,New Property,1,Furnished,,Flat
5500000,1450,3,2,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
9500000,1428,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
3800000,650,2,2,1,Ready to Move,New Property,1,,,Individual House
2700000,840,2,2,2,Ready to Move,Resale,,,4,Individual House
3600000,1290,3,2,,Ready to Move,Resale,,,,Flat
8500000,1833,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
7500000,915,2,2,2,Ready to Move,Resale,,Semi-Furnished,0,Flat
7400000,1420,2,2,4,Ready to Move,Resale,,,,Flat
7000000,1600,3,3,4,Ready to Move,New Property,,Unfurnished,,Flat
7600000,1290,2,2,,Ready to Move,Resale,,,,Flat
6500000,800,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
3500000,1125,2,2,,Ready to Move,Resale,,,,Individual House
4500000,1341,3,2,3,Ready to Move,Resale,1,,,Flat
9000000,1900,3,3,3,Ready to Move,Resale,,,,Flat
5000000,900,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
12500000,1765,3,3,,,Resale,,Semi-Furnished,,Individual House
4500000,1290,3,2,3,Ready to Move,Resale,1,Unfurnished,2,Flat
7600000,1855,4,2,,Ready to Move,Resale,1,,,Flat
5500000,1500,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4100000,606,2,2,2,Ready to Move,Resale,,,,Flat
3800000,890,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
5200000,1450,3,2,,Ready to Move,Resale,,,,Individual House
2800000,700,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
6000000,1264,2,2,,,Resale,,Unfurnished,,Flat
3200000,1065,2,2,3,,Resale,,Furnished,,Flat
11000000,1400,3,3,1,Ready to Move,Resale,,,,Flat
17000000,2100,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat
2700000,920,2,2,3,Ready to Move,Resale,,,,Flat
7800000,1300,2,2,2,Ready to Move,Resale,1,,2,Flat
9300000,1650,3,3,,Ready to Move,Resale,1,Unfurnished,,Flat
4030000,650,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
4800000,1300,3,2,,Ready to Move,Resale,,Unfurnished,,Individual House
4300000,1252,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4700000,1200,3,3,1,Ready to Move,Resale,1,Furnished,0,Flat
3600000,1200,2,2,3,Ready to Move,Resale,1,,,Flat
9500000,1930,3,4,,Ready to Move,Resale,,,,Flat
4500000,1250,2,2,,Ready to Move,Resale,1,,2,Flat
9500000,1700,4,3,4,Ready to Move,Resale,,,,Flat
4300000,1270,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
10000000,1350,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,900,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
4800000,1155,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1300,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
3300000,1200,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1100,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4200000,1337,2,2,2,Ready to Move,Resale,,,,Flat
13000000,1100,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
4000000,850,2,2,,Ready to Move,New Property,,Unfurnished,,Flat
6000000,700,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
4000000,965,2,2,3,Ready to Move,Resale,1,Furnished,4,Individual House
9000000,1755,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4300000,1075,2,2,2,Ready to Move,New Property,,,,Flat
6000000,1487,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House
4800000,900,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
6800000,1450,2,3,2,Ready to Move,Resale,,Furnished,,Flat
5500000,1200,3,2,,Ready to Move,Resale,,Furnished,,Flat
3500000,504,2,2,,,Resale,,Furnished,,Flat
6500000,987,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4800000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
9000000,1710,2,2,,Ready to Move,Resale,,,,Flat
13000000,1300,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,1350,3,2,,Ready to Move,Resale,,Unfurnished,,Individual House
30000000,5700,7,7,,Ready to Move,Resale,,Semi-Furnished,,Flat
3200000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1528,3,3,4,Ready to Move,Resale,1,Semi-Furnished,,Flat
4200000,1267,3,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat
11000000,1675,4,4,4,Ready to Move,Resale,,,,Individual House
10500000,1196,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
6780000,1255,3,2,3,Ready to Move,Resale,,,,Flat
4400000,1100,2,2,,Ready to Move,Resale,,,,Flat
6900000,1110,2,2,3,Ready to Move,New Property,,,,Flat
12500000,2194,4,3,,Ready to Move,Resale,,,,Flat
6200000,1050,2,2,3,Ready to Move,Resale,1,,,Flat
5000000,1050,2,2,1,Ready to Move,Resale,1,Furnished,,Flat
4100000,995,2,2,3,,Resale,2,Unfurnished,,Flat
4000000,850,2,2,,Ready to Move,Resale,2,Unfurnished,2,Flat
4200000,1100,2,2,,Ready to Move,Resale,1,Semi-Furnished,3,Individual House
9000000,1800,3,2,,,Resale,,Semi-Furnished,,Flat
4800000,1200,3,2,,Ready to Move,Resale,,Furnished,,Flat
7500000,1667,3,2,3,Ready to Move,Resale,1,,,Flat
5500000,900,3,2,2,Ready to Move,Resale,,Furnished,,Individual House
3600000,950,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5700000,1230,2,2,2,Ready to Move,Resale,,,,Flat
4500000,1050,2,2,,Ready to Move,Resale,1,Semi-Furnished,1,Flat
5500000,1330,3,2,2,Ready to Move,Resale,1,,2,Flat
3500000,800,2,2,1,Ready to Move,New Property,,,,Flat
4700000,955,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1170,3,2,,Ready to Move,Resale,,Furnished,,Flat
4000000,800,2,2,,Ready to Move,Resale,,,,Flat
6100000,1535,3,3,1,Ready to Move,Resale,1,,3,Flat
10000000,1600,2,2,2,Ready to Move,Resale,,,,Flat
2500000,544,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
10000000,1750,3,3,,Ready to Move,Resale,,,,Flat
5500000,1325,3,2,4,Ready to Move,Resale,2,,2,Flat
6500000,1800,5,5,3,Ready to Move,Resale,,Unfurnished,,Flat
9500000,1100,2,2,1,Ready to Move,Resale,,,,Flat
6000000,1050,2,2,,Ready to Move,Resale,1,,4,Flat
4500000,1075,2,2,3,,Resale,,Semi-Furnished,,Flat
4200000,1020,2,2,4,Ready to Move,Resale,,Unfurnished,,Flat
8500000,1440,3,3,3,Ready to Move,Resale,,,2,Flat
7000000,900,4,4,,Ready to Move,Resale,,Semi-Furnished,,Flat
17000000,1450,3,3,,Ready to Move,Resale,1,Furnished,1,Flat
2800000,780,2,2,,Ready to Move,Resale,1,Furnished,1,Flat
3400000,900,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
4500000,1000,3,2,3,Ready to Move,Resale,,Unfurnished,,Flat
6200000,1175,3,3,2,Ready to Move,Resale,,,,Flat
11000000,1700,3,2,2,Ready to Move,Resale,1,Furnished,,Flat
11000000,1200,3,3,1,Ready to Move,Resale,,Semi-Furnished,,Flat
5300000,942,2,2,3,Ready to Move,Resale,10,,3,Flat
4900000,1082,2,2,3,Ready to Move,Resale,1,,2,Flat
9000000,1520,3,3,4,Ready to Move,Resale,,,,Flat
3300000,810,2,2,2,Ready to Move,New Property,,,,Individual House
20500000,2358,3,3,4,Ready to Move,Resale,2,,2,Individual House
5090000,998,2,2,3,Ready to Move,New Property,1,,3,Flat
13000000,1800,3,3,3,Ready to Move,Resale,,,,Flat
25000000,1650,3,3,3,Ready to Move,Resale,3,Semi-Furnished,,Flat
10500000,1200,2,2,3,Ready to Move,Resale,4,,0,Flat
11000000,1700,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Individual House
12000000,1942,3,4,3,Ready to Move,Resale,1,,3,Flat
13500000,1850,3,3,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
9300000,1695,3,3,3,Ready to Move,Resale,1,,3,Individual House
6700000,1830,3,3,4,Ready to Move,Resale,,,,Flat
11500000,1450,3,3,2,Ready to Move,Resale,,,,Flat
9900000,1200,2,2,3,Ready to Move,Resale,2,,2,Flat
11000000,1150,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
36500000,1800,3,3,2,Ready to Move,New Property,2,,1,Individual House
17500000,2200,3,3,3,Ready to Move,Resale,2,,2,Flat
11200000,3000,5,5,5,Ready to Move,Resale,,Semi-Furnished,,Flat
24800000,3200,4,5,4,Ready to Move,Resale,2,,2,Flat
10500000,2036,3,4,2,Ready to Move,Resale,2,,2,Individual House
3600000,880,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
15200000,2631,4,4,4,Ready to Move,Resale,2,,2,Flat
7650000,1390,3,2,3,Ready to Move,Resale,,,,Flat
3500000,800,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
11500000,1250,2,2,2,Ready to Move,Resale,,,,Flat
6500000,1400,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
4200000,1105,2,2,4,Ready to Move,New Property,1,,3,Flat
8600000,925,3,2,1,Ready to Move,New Property,2,Semi-Furnished,1,Flat
11000000,1500,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
27000000,2650,4,3,4,Ready to Move,Resale,2,,2,Flat
10000000,1395,2,2,2,Ready to Move,Resale,2,,3,Individual House
20500000,2200,4,3,3,Ready to Move,Resale,2,,2,Flat
3450000,800,2,2,2,Ready to Move,Resale,2,,0,Flat
13500000,1700,3,2,2,Ready to Move,Resale,2,,2,Flat
13000000,1500,3,3,3,Ready to Move,Resale,1,,2,Flat
8200000,1435,3,2,3,Ready to Move,Resale,,,,Individual House
12000000,1600,3,3,2,Ready to Move,New Property,1,Unfurnished,1,Flat
37500000,4000,3,4,3,Ready to Move,Resale,2,,3,Flat
29500000,2700,4,5,4,Ready to Move,New Property,3,Semi-Furnished,1,Individual House
21000000,1450,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat
18100000,1150,3,2,2,Ready to Move,Resale,,,,Flat
8000000,950,2,2,1,Ready to Move,Resale,2,,0,Flat
85000000,5330,5,5,5,Ready to Move,Resale,3,,4,Flat
24500000,3200,4,3,3,Ready to Move,New Property,3,,1,Individual House
41500000,2400,4,4,2,Ready to Move,New Property,,Unfurnished,,Individual House
10000000,1690,3,3,4,Ready to Move,New Property,1,,3,Flat
6500000,1375,2,2,1,Ready to Move,Resale,4,,2,Flat
16000000,2060,3,3,3,Ready to Move,Resale,2,,3,Flat
1700000,750,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
21500000,1450,3,3,2,Ready to Move,Resale,2,Semi-Furnished,0,Flat
28400000,2700,4,4,2,Ready to Move,Resale,4,Semi-Furnished,,Individual House
24800000,2000,3,3,2,Ready to Move,Resale,2,,1,Flat
4350000,1375,3,2,3,Ready to Move,New Property,,,,Individual House
22500000,2600,4,3,1,Ready to Move,New Property,2,Semi-Furnished,1,Flat
4300000,1487,2,2,3,Ready to Move,Resale,1,,2,Flat
10100000,1735,3,3,4,Ready to Move,Resale,1,,2,Individual House
9000000,750,2,2,1,Ready to Move,Resale,2,Semi-Furnished,1,Flat
12300000,1300,3,3,3,Ready to Move,Resale,2,,1,Flat
12000000,1050,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Individual House
7600000,1455,3,2,4,Ready to Move,New Property,,,,Flat
8250000,1800,3,3,4,Ready to Move,Resale,2,,2,Flat
8000000,1495,3,2,4,Ready to Move,Resale,1,,2,Individual House
5400000,1414,3,3,4,Ready to Move,Resale,1,Semi-Furnished,3,Flat
24500000,2400,4,4,3,Ready to Move,Resale,2,Semi-Furnished,1,Flat
82500000,5330,5,6,4,Ready to Move,Resale,3,,3,Individual House
5500000,1050,2,2,3,Ready to Move,Resale,,,,Flat
8400000,1765,2,3,3,Ready to Move,Resale,1,,2,Flat
13000000,1800,4,3,3,Ready to Move,New Property,,Semi-Furnished,,Flat
3800000,1050,2,2,2,Ready to Move,Resale,,,,Flat
40000000,4500,4,4,3,Ready to Move,Resale,3,Semi-Furnished,,Flat
11000000,1792,3,4,3,Ready to Move,Resale,1,,3,Flat
12500000,1940,3,4,4,Ready to Move,Resale,1,,2,Flat
15300000,1800,3,2,3,Ready to Move,Resale,2,,2,Flat
20000000,2400,3,4,2,Ready to Move,New Property,3,Semi-Furnished,1,Flat
6700000,1425,2,2,3,Ready to Move,Resale,1,,2,Flat
15000000,2066,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat
9580000,2122,4,4,5,Ready to Move,New Property,2,,2,Flat
6900000,1600,3,3,10,Ready to Move,Resale,2,,2,Flat
10000000,1720,3,2,3,Ready to Move,Resale,1,,2,Flat
24000000,3475,4,4,3,Ready to Move,Resale,2,,2,Flat
4900000,1205,2,2,4,Ready to Move,Resale,1,,3,Flat
8700000,1000,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
20500000,2050,3,3,3,Ready to Move,Resale,2,,2,Flat
17500000,1800,4,3,2,Ready to Move,Resale,2,,0,Flat
13000000,1945,3,3,4,Ready to Move,Resale,,,,Individual House
6500000,1690,3,3,5,Ready to Move,Resale,1,,2,Flat
7600000,1500,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat
10000000,1550,3,3,3,Ready to Move,Resale,1,,0,Individual House
30600000,2610,4,4,2,Ready to Move,Resale,,Semi-Furnished,,Flat
3560000,915,2,2,3,,New Property,1,Semi-Furnished,3,Flat
4200000,810,3,2,1,Ready to Move,New Property,1,Unfurnished,1,Flat
27500000,2700,4,4,4,Ready to Move,Resale,2,,0,Flat
3500000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,1,Flat
9600000,1650,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat
12500000,2180,3,3,2,Ready to Move,Resale,,,,Individual House
12500000,1400,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
2700000,590,2,2,1,Ready to Move,New Property,,,1,Flat
12200000,1889,3,4,4,Ready to Move,Resale,2,,3,Flat
25000000,2000,3,3,2,Ready to Move,Resale,,Semi-Furnished,0,Flat
12000000,2050,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat
32000000,3500,5,5,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1300,3,2,2,Ready to Move,New Property,,,,Flat
3250000,984,2,2,3,Ready to Move,Resale,,,,Flat
14500000,1750,4,3,2,Ready to Move,Resale,1,,0,Flat
13400000,1945,3,3,3,Ready to Move,Resale,1,Unfurnished,1,Flat
15000000,1800,3,3,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
12500000,1900,3,4,5,Ready to Move,Resale,1,,2,Flat
17500000,1550,3,3,2,Ready to Move,New Property,,,,Flat
11500000,1836,3,3,3,Ready to Move,New Property,2,Semi-Furnished,1,Flat
12000000,1500,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
6200000,680,2,2,1,Ready to Move,New Property,1,Semi-Furnished,0,Flat
20000000,2100,4,3,5,Ready to Move,Resale,2,,2,Flat
38000000,2950,4,4,4,Ready to Move,Resale,,,,Flat
6450000,1100,2,2,2,Ready to Move,Resale,2,,0,Flat
18200000,3185,4,6,2,Ready to Move,Resale,2,,3,Flat
6950000,1745,3,4,4,Ready to Move,Resale,2,,2,Flat
5270000,1350,3,2,3,,New Property,1,Semi-Furnished,2,Flat
6300000,1137,2,2,2,Ready to Move,Resale,,,,Flat
8600000,1790,3,3,2,Ready to Move,Resale,,,,Flat
4040000,1080,2,2,3,Ready to Move,Resale,1,,2,Flat
12500000,1955,3,3,3,,New Property,1,Unfurnished,2,Flat
5700000,1310,2,2,2,Ready to Move,Resale,1,,3,Flat
7000000,1700,3,2,3,Ready to Move,Resale,,,,Flat
2900000,865,3,2,3,,New Property,1,Unfurnished,2,Flat
4700000,1225,3,2,3,,New Property,,Unfurnished,,Flat
6080000,1385,3,2,4,Ready to Move,Resale,1,,2,Flat
6500000,1457,3,2,2,Ready to Move,Resale,1,,2,Flat
9440000,1480,3,2,3,Ready to Move,New Property,,,,Flat
5950000,1500,3,3,3,Ready to Move,Resale,1,,2,Flat
12000000,1300,3,3,2,Ready to Move,Resale,1,Furnished,0,Flat
21500000,3550,9,9,3,Ready to Move,New Property,3,Semi-Furnished,,Flat
13400000,2200,4,4,4,Ready to Move,New Property,2,,2,Flat
6700000,1135,2,2,4,Ready to Move,Resale,1,,2,Flat
13000000,1700,3,3,1,Ready to Move,Resale,,,,Flat
3500000,900,2,2,2,Ready to Move,New Property,2,,0,Flat
9500000,900,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
40500000,2704,4,4,4,Ready to Move,Resale,2,,3,Flat
12000000,1394,3,3,2,Ready to Move,Resale,1,,0,Flat
7580000,1360,2,2,3,Ready to Move,Resale,1,,3,Flat
5700000,1133,2,2,2,Ready to Move,Resale,1,,3,Flat
14500000,1750,3,2,4,Ready to Move,Resale,1,,2,Flat
17000000,2500,3,3,4,Ready to Move,Resale,145,,2,Individual House
12000000,1250,2,2,2,,New Property,1,Semi-Furnished,1,Flat
2800000,835,2,2,2,Ready to Move,Resale,,,2,Flat
17500000,1625,3,2,3,Ready to Move,Resale,3,Semi-Furnished,3,Flat
6000000,1385,3,2,4,Ready to Move,New Property,,,,Flat
5070000,1300,3,2,2,Ready to Move,Resale,,Unfurnished,2,Individual House
5000000,800,2,2,1,Ready to Move,New Property,,Unfurnished,,Flat
33500000,4200,7,7,4,Ready to Move,Resale,,Semi-Furnished,,Flat
16000000,1700,3,2,2,Ready to Move,Resale,2,,2,Flat
10000000,1426,2,2,2,Ready to Move,Resale,2,,2,Flat
3490000,955,2,2,3,Ready to Move,Resale,,,,Flat
17200000,1800,3,2,3,Ready to Move,Resale,1,,2,Flat
25000000,2250,4,3,1,Ready to Move,Resale,1,Unfurnished,0,Flat
19900000,2105,3,3,2,Ready to Move,New Property,1,,5,Flat
8500000,1475,2,2,2,Ready to Move,Resale,1,,3,Flat
10200000,1510,2,2,3,Ready to Move,Resale,,,,Flat
13000000,2200,4,3,4,Ready to Move,Resale,1,,2,Flat
3300000,1050,2,2,2,Ready to Move,Resale,1,,2,Flat
10000000,900,2,2,2,Ready to Move,Resale,2,Unfurnished,,Flat
12000000,1350,3,2,3,Ready to Move,Resale,4,,,Individual House
13500000,1630,3,3,3,Ready to Move,Resale,2,,2,Flat
9200000,1762,3,4,5,Ready to Move,Resale,1,,2,Flat
9800000,1698,3,3,4,Ready to Move,Resale,,,,Flat
3150000,890,2,2,2,Ready to Move,Resale,,,,Flat
13000000,1922,3,3,3,Ready to Move,Resale,2,,2,Flat
13500000,3000,4,4,4,Ready to Move,Resale,2,,2,Flat
20000000,3000,4,3,3,Ready to Move,New Property,2,Semi-Furnished,1,Individual House
34000000,2985,3,3,3,Ready to Move,New Property,2,,4,Individual House
7700000,1800,3,3,2,Ready to Move,New Property,,Semi-Furnished,,Flat
70000000,2700,4,4,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
5190000,1365,3,3,4,Ready to Move,New Property,1,,3,Flat
7500000,1540,3,3,4,Ready to Move,Resale,,,,Flat
11000000,2000,3,3,2,Ready to Move,Resale,,,,Individual House
29000000,3355,4,4,4,Ready to Move,Resale,,,,Flat
25000000,1800,3,3,3,Ready to Move,Resale,,Semi-Furnished,,Flat
4800000,685,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
12800000,2100,3,3,2,Ready to Move,Resale,1,,0,Flat
16000000,2660,3,4,4,Ready to Move,Resale,2,,3,Flat
16200000,2660,3,4,6,Ready to Move,Resale,2,,3,Flat
32000000,2500,3,3,3,Ready to Move,Resale,1,Semi-Furnished,0,Individual House
5600000,1000,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
5500000,1325,2,2,3,Ready to Move,Resale,1,,4,Flat
5700000,1400,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
17000000,2200,4,4,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
5000000,1350,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
14500000,2160,3,4,2,,New Property,2,Semi-Furnished,1,Flat
5960000,1478,3,3,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
17500000,1850,3,3,3,Ready to Move,Resale,2,,2,Flat
3400000,1025,2,2,2,Ready to Move,Resale,1,,,Flat
9500000,1720,3,3,3,Ready to Move,Resale,1,,2,Flat
4350000,1030,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
21500000,2430,3,3,2,Ready to Move,New Property,3,Semi-Furnished,1,Flat
65000000,2700,4,4,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
10000000,1200,2,2,1,Ready to Move,Resale,3,,,Individual House
20000000,2358,3,3,3,Ready to Move,Resale,2,,2,Flat
34200000,2985,3,5,2,Ready to Move,Resale,2,,8,Individual House
35000000,4500,4,4,2,Ready to Move,New Property,4,Furnished,1,Flat
12300000,2124,3,4,4,,Resale,1,Semi-Furnished,3,Flat
16000000,2200,4,4,2,Ready to Move,New Property,2,,1,Flat
32500000,1800,3,3,2,Ready to Move,New Property,,Semi-Furnished,,Flat
10800000,1300,2,2,3,Ready to Move,Resale,2,,,Flat
17400000,1800,3,4,4,Ready to Move,Resale,3,,2,Flat
3250000,1035,2,2,3,Ready to Move,New Property,1,,3,Flat
2800000,700,2,2,2,,New Property,,Unfurnished,2,Flat
10900000,2000,3,3,3,,New Property,1,Semi-Furnished,2,Flat
7200000,1270,2,2,2,Ready to Move,Resale,,,,Flat
11000000,1000,2,2,2,Ready to Move,New Property,1,,0,Flat
14000000,2400,3,3,3,Ready to Move,New Property,,Unfurnished,,Flat
31000000,3800,4,4,2,Ready to Move,New Property,,,,Flat
43000000,3925,5,5,5,Ready to Move,Resale,2,,2,Flat
6800000,1340,3,3,3,Ready to Move,Resale,2,,3,Flat
8500000,1000,2,2,1,Ready to Move,Resale,2,,0,Flat
