price,area,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
16000000,2600,4,4,5,Ready to Move,Resale,1,,2,Flat
9200000,1560,3,2,5,Ready to Move,Resale,1,,2,Flat
18900000,2500,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
3900000,750,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
24000000,2311,3,4,3,Ready to Move,Resale,,,,Flat
2800000,750,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
7900000,1930,3,3,3,Ready to Move,Resale,1,,3,Individual House
17000000,1350,3,3,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
8800000,1572,3,2,3,Ready to Move,New Property,1,,3,Flat
13000000,2200,4,4,2,Ready to Move,New Property,2,,1,Flat
7000000,1110,2,2,2,Ready to Move,Resale,,,,Flat
16200000,1700,3,3,3,Ready to Move,Resale,2,,2,Flat
4000000,890,2,2,2,Ready to Move,Resale,3,,2,Flat
9500000,1550,2,2,2,Ready to Move,Resale,2,,3,Flat
2520000,630,2,2,2,,New Property,1,Semi-Furnished,3,Flat
8300000,1660,3,2,5,Ready to Move,Resale,1,,3,Flat
8800000,1000,2,2,1,Ready to Move,Resale,,,,Flat
17000000,2385,3,3,3,Ready to Move,Resale,2,,2,Flat
24500000,4000,4,4,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
7500000,750,2,2,1,Ready to Move,New Property,2,Unfurnished,,Flat
35000000,1950,3,3,3,Ready to Move,Resale,3,Semi-Furnished,1,Flat
15000000,2100,3,3,4,Ready to Move,New Property,,,,Flat
12200000,1250,2,2,2,Ready to Move,Resale,2,,2,Flat
45000000,3925,5,5,5,Ready to Move,Resale,2,,2,Individual House
7100000,1505,3,2,4,Ready to Move,Resale,1,Semi-Furnished,2,Flat
13500000,1450,3,2,3,Ready to Move,Resale,,,,Flat
54000000,2700,4,4,2,Ready to Move,Resale,2,Semi-Furnished,1,Flat
15800000,1396,3,3,2,Ready to Move,Resale,1,,2,Flat
26000000,1700,3,3,3,Ready to Move,New Property,,Unfurnished,,Flat
2200000,750,2,2,1,Ready to Move,Resale,,Semi-Furnished,0,Flat
7000000,1275,2,2,2,Ready to Move,Resale,1,,2,Flat
39000000,3065,4,5,4,Ready to Move,Resale,4,,4,Individual House
8500000,1740,3,2,2,Ready to Move,Resale,1,,1,Individual House
13300000,1400,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1285,3,3,3,Ready to Move,Resale,1,,3,Flat
4030000,1035,3,2,1,Ready to Move,New Property,2,Semi-Furnished,,Flat
12600000,1500,3,3,2,Ready to Move,Resale,1,,0,Flat
10400000,2160,3,4,3,Ready to Move,Resale,1,,2,Individual House
3500000,950,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
8350000,2250,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat
9200000,1020,2,2,2,Ready to Move,Resale,1,,2,Flat
6100000,1310,3,2,4,Ready to Move,New Property,2,,2,Flat
5690000,1480,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
19500000,2550,3,4,3,Ready to Move,Resale,2,,2,Flat
3750000,1075,2,2,4,Ready to Move,Resale,,,,Flat
13900000,1750,3,3,4,Ready to Move,New Property,2,,1,Flat
5300000,1395,3,3,3,Ready to Move,Resale,,,,Flat
12500000,1836,3,3,3,Ready to Move,Resale,1,,2,Flat
9500000,1820,3,3,2,Ready to Move,Resale,,,,Flat
5300000,1265,3,2,2,Ready to Move,Resale,2,,2,Flat
12000000,1700,3,3,3,Ready to Move,Resale,,,,Flat
13800000,1650,3,3,1,Ready to Move,Resale,,,,Flat
9960000,1880,3,3,3,Ready to Move,New Property,2,,2,Flat
4600000,1725,3,2,4,Ready to Move,Resale,1,,3,Individual House
13000000,2175,3,3,5,Ready to Move,Resale,,Semi-Furnished,,Individual House
18800000,1900,3,3,5,Ready to Move,Resale,,,,Individual House
10100000,1456,3,2,3,Ready to Move,Resale,1,,2,Flat
24000000,3000,4,5,4,Ready to Move,New Property,2,,1,Individual House
14000000,2285,3,3,4,Ready to Move,New Property,,,3,Individual House
3800000,1164,2,2,3,Ready to Move,Resale,2,,2,Flat
5300000,1300,3,2,2,Ready to Move,Resale,2,,2,Individual House
4800000,973,2,2,2,Ready to Move,Resale,1,,3,Flat
4090000,1120,2,2,3,Ready to Move,Resale,1,,2,Flat
11200000,2335,4,4,4,Ready to Move,New Property,,,,Flat
4100000,1150,2,2,3,,New Property,,Semi-Furnished,,Flat
9100000,2140,3,3,3,Ready to Move,Resale,1,,2,Flat
12500000,900,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1272,2,2,4,Ready to Move,New Property,1,,3,Flat
4200000,1150,3,2,2,Ready to Move,New Property,1,Semi-Furnished,0,Flat
4250000,1120,2,2,1,,Resale,,Semi-Furnished,,Flat
9000000,1930,3,3,3,Ready to Move,Resale,1,,,Flat
30000000,3000,4,5,3,Ready to Move,New Property,3,Semi-Furnished,1,Individual House
2710000,526,2,2,1,Ready to Move,New Property,1,,3,Flat
35000000,3300,5,5,5,Ready to Move,Resale,6,Semi-Furnished,,Flat
13000000,1400,3,2,1,Ready to Move,Resale,2,,2,Flat
9500000,1050,2,2,2,Ready to Move,Resale,1,,0,Flat
13000000,1200,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
10000000,1650,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
30000000,2200,3,2,1,Ready to Move,New Property,2,Semi-Furnished,1,Flat
27000000,3297,4,4,5,Ready to Move,Resale,2,,2,Flat
16000000,3000,10,10,3,Ready to Move,Resale,4,Furnished,,Individual House
5650000,1295,3,2,4,Ready to Move,New Property,,,,Flat
6600000,1080,2,2,3,Ready to Move,Resale,1,,3,Flat
17300000,1975,4,4,3,Ready to Move,Resale,1,,1,Individual House
18000000,1800,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat
12500000,2000,3,3,2,Ready to Move,Resale,3,,0,Flat
70000000,9500,5,6,6,Ready to Move,Resale,4,,3,Flat
3500000,995,3,2,1,,Resale,,Unfurnished,,Flat
17000000,1679,2,2,2,Ready to Move,Resale,2,,2,Flat
8500000,1145,2,2,1,Ready to Move,Resale,1,,0,Flat
4200000,890,2,2,3,Ready to Move,Resale,,,,Flat
10000000,1556,3,4,4,Ready to Move,Resale,,,,Flat
4200000,810,3,2,1,Ready to Move,New Property,1,Semi-Furnished,0,Flat
4800000,1180,3,2,2,,New Property,,Unfurnished,,Flat
14500000,1800,4,4,1,Ready to Move,Resale,1,,2,Individual House
9000000,1875,3,3,3,Ready to Move,Resale,2,,2,Individual House
27500000,2400,4,4,2,Ready to Move,New Property,3,Semi-Furnished,1,Individual House
17000000,1350,3,3,2,Ready to Move,Resale,1,,0,Individual House
11000000,1660,3,3,3,Ready to Move,Resale,1,,2,Individual House
2650000,1050,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
8500000,1300,3,4,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
16600000,2700,4,4,4,Ready to Move,Resale,3,,2,Flat
4380000,1152,3,2,3,,New Property,1,Unfurnished,6,Flat
3750000,950,2,2,1,Ready to Move,Resale,1,,0,Flat
3500000,1160,3,2,2,Ready to Move,Resale,1,,0,Flat
7500000,1240,2,3,,Ready to Move,New Property,1,,2,Flat
21500000,2400,4,4,2,Ready to Move,New Property,,Semi-Furnished,,Flat
9000000,2000,3,3,3,Ready to Move,Resale,2,,2,Individual House
7200000,800,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
5300000,940,2,2,2,Ready to Move,Resale,,,2,Flat
17500000,1700,3,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Individual House
15000000,2200,4,4,2,Ready to Move,New Property,2,,2,Individual House
45000000,4500,5,6,3,Ready to Move,Resale,,Semi-Furnished,,Flat
47500000,2700,4,4,3,Ready to Move,Resale,3,Semi-Furnished,1,Flat
3500000,700,2,2,1,Ready to Move,Resale,,Unfurnished,,Individual House
15500000,2016,4,3,6,Ready to Move,Resale,1,,2,Flat
4070000,1344,2,2,,Under Construction,New Property,,,3,Flat
4400000,1175,2,2,3,Ready to Move,Resale,,,,Flat
17500000,1450,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Flat
3000000,850,2,2,1,Ready to Move,Resale,2,,0,Flat
3440000,905,2,2,3,Ready to Move,Resale,1,,2,Flat
2660000,900,3,2,1,Ready to Move,New Property,1,,2,Individual House
9500000,1480,3,2,3,Ready to Move,New Property,,,,Flat
5800000,800,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
33500000,2995,4,6,,Under Construction,New Property,1,,2,Individual House
14500000,2367,3,3,2,Ready to Move,New Property,3,Semi-Furnished,1,Flat
7000000,1420,2,2,3,Ready to Move,Resale,3,,4,Individual House
18000000,1600,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
14200000,2700,4,4,2,Ready to Move,New Property,2,,1,Flat
10200000,1720,3,3,3,Ready to Move,Resale,1,,2,Flat
15900000,1900,3,3,3,Ready to Move,Resale,2,,2,Flat
4150000,1065,2,2,3,Ready to Move,Resale,,,,Flat
10400000,1895,3,3,,Ready to Move,New Property,1,Semi-Furnished,3,Flat
9100000,1765,3,3,3,Ready to Move,Resale,2,,2,Individual House
5000000,848,2,2,1,Ready to Move,New Property,1,Unfurnished,2,Flat
22500000,2318,3,3,3,Ready to Move,Resale,2,,2,Individual House
13000000,1400,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat
17500000,2380,4,5,5,Ready to Move,New Property,,Semi-Furnished,,Individual House
20500000,2425,4,4,4,Ready to Move,Resale,,,,Flat
9500000,1500,2,2,2,Ready to Move,Resale,1,,2,Flat
28000000,2200,3,3,1,,New Property,2,Semi-Furnished,1,Flat
8900000,1000,2,2,2,Ready to Move,Resale,2,Semi-Furnished,0,Flat
5500000,1000,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Individual House
16000000,2150,3,3,3,,New Property,2,Semi-Furnished,6,Individual House
8500000,1350,3,2,3,Ready to Move,Resale,1,,2,Flat
8700000,1495,3,2,,Ready to Move,New Property,,Semi-Furnished,,Flat
7500000,1240,2,2,2,Ready to Move,New Property,,,,Flat
32500000,2640,3,4,3,Ready to Move,Resale,1,,3,Flat
9500000,1283,2,2,2,Ready to Move,Resale,1,,3,Flat
9900000,1000,2,2,2,Ready to Move,New Property,,,,Flat
7270000,1245,2,2,,Under Construction,New Property,1,,2,Flat
8500000,1262,2,2,2,,New Property,2,Semi-Furnished,3,Flat
8500000,1600,3,3,3,,New Property,2,Semi-Furnished,1,Flat
7200000,1325,3,2,2,Ready to Move,Resale,1,,,Flat
19000000,3500,4,4,3,Ready to Move,New Property,,Semi-Furnished,,Flat
16000000,1400,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat
3500000,1075,2,2,2,Ready to Move,Resale,1,,2,Flat
10800000,1750,3,3,3,Ready to Move,Resale,2,,2,Flat
16500000,1975,4,4,3,Ready to Move,Resale,1,,1,Flat
10000000,950,2,2,2,Ready to Move,Resale,,Furnished,,Flat
3500000,950,2,2,2,Ready to Move,Resale,,,,Individual House
11000000,2300,4,4,5,Ready to Move,New Property,,,,Individual House
4000000,1164,2,2,2,Ready to Move,Resale,1,,2,Flat
6200000,590,2,3,1,Ready to Move,Resale,3,,,Flat
8500000,960,2,2,3,Ready to Move,Resale,2,Semi-Furnished,,Flat
4050000,1040,2,2,2,Ready to Move,New Property,,,,Flat
9300000,1262,2,2,2,,New Property,3,Furnished,4,Flat
37700000,3844,3,3,2,Ready to Move,Resale,2,,3,Flat
16500000,1640,3,2,2,Ready to Move,Resale,1,,2,Flat
7900000,1491,2,2,3,Ready to Move,New Property,1,,2,Flat
37000000,4857,4,5,5,Ready to Move,New Property,3,,3,Flat
13500000,1200,3,3,2,Ready to Move,Resale,,,,Individual House
3200000,800,2,2,1,Ready to Move,Resale,,Furnished,,Flat
15000000,2367,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Flat
6200000,1368,3,3,2,,New Property,1,Semi-Furnished,1,Flat
6300000,1100,2,2,3,,New Property,,Semi-Furnished,,Flat
11000000,900,2,2,1,Ready to Move,New Property,,,,Flat
4100000,1200,2,2,3,Ready to Move,Resale,1,,2,Individual House
40000000,2100,4,4,1,Ready to Move,New Property,,Furnished,,Flat
42500000,4700,5,5,3,Ready to Move,Resale,6,Semi-Furnished,,Individual House
3800000,1000,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
7200000,1000,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
7700000,1125,3,3,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
16000000,1650,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
14500000,900,2,2,2,Ready to Move,New Property,,Unfurnished,,Flat
9890000,1647,3,3,3,Ready to Move,Resale,,,,Flat
3750000,1075,2,2,3,Ready to Move,Resale,1,,2,Flat
11200000,1744,3,3,3,Ready to Move,Resale,1,,2,Individual House
21000000,2200,3,3,3,Ready to Move,Resale,2,,3,Individual House
8500000,1145,3,2,3,Ready to Move,New Property,,Unfurnished,,Individual House
67500000,5000,5,6,4,Ready to Move,Resale,4,,,Flat
6000000,1350,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
8000000,1800,3,4,4,Ready to Move,Resale,,,,Flat
33000000,4000,7,7,8,Ready to Move,Resale,2,Semi-Furnished,,Individual House
6500000,1500,3,3,2,Ready to Move,New Property,,Semi-Furnished,,Flat
7800000,2250,3,3,2,Ready to Move,New Property,,,,Flat
10000000,1575,3,2,3,Ready to Move,Resale,,,,Flat
38500000,2721,4,4,3,Ready to Move,Resale,3,,4,Flat
8520000,900,2,2,1,Ready to Move,Resale,2,,0,Flat
4400000,1000,2,2,1,Ready to Move,New Property,1,Semi-Furnished,0,Individual House
16000000,2140,4,4,2,Ready to Move,New Property,,Unfurnished,,Flat
26500000,2000,3,2,1,Ready to Move,Resale,4,,0,Flat
18000000,2250,4,3,4,Ready to Move,New Property,,,,Flat
10000000,1914,3,4,4,Ready to Move,Resale,,,,Individual House
4000000,1055,2,2,3,Ready to Move,Resale,,,,Flat
5470000,1369,3,2,3,Ready to Move,New Property,1,,2,Flat
6500000,1150,2,2,3,Ready to Move,Resale,2,,0,Flat
5700000,1575,3,3,3,Ready to Move,Resale,1,,2,Flat
49500000,2200,4,4,2,Ready to Move,New Property,2,Semi-Furnished,1,Individual House
15100000,2428,4,4,4,Ready to Move,Resale,2,,2,Flat
13000000,1300,3,2,3,Ready to Move,Resale,,,,Individual House
8900000,1572,3,3,3,Ready to Move,New Property,2,,2,Flat
8000000,2250,3,3,2,Ready to Move,New Property,,,,Flat
7400000,1550,3,3,3,Ready to Move,Resale,1,,2,Flat
4800000,900,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
34500000,4128,4,4,4,Ready to Move,Resale,3,,2,Flat
18500000,2000,3,4,4,Ready to Move,Resale,2,,0,Flat
26000000,3500,4,5,4,Ready to Move,New Property,5,Semi-Furnished,1,Individual House
4700000,975,3,2,1,Ready to Move,Resale,,Semi-Furnished,0,Flat
2600000,540,2,2,1,Ready to Move,New Property,1,Semi-Furnished,,Flat
17000000,1550,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3830000,1040,2,2,3,Ready to Move,Resale,2,Unfurnished,2,Individual House
5420000,1425,3,2,4,,New Property,1,Furnished,2,Flat
7500000,1300,3,3,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
3500000,750,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
6500000,1700,4,4,4,Ready to Move,Resale,,,,Flat
33000000,3284,4,5,4,,Resale,1,Semi-Furnished,3,Flat
15000000,2430,3,3,2,Ready to Move,New Property,1,Furnished,1,Individual House
20000000,1800,3,3,1,Ready to Move,Resale,,Semi-Furnished,,Flat
10300000,1704,3,3,4,,New Property,4,Unfurnished,2,Individual House
7500000,1540,3,2,2,Ready to Move,Resale,1,,2,Flat
5500000,980,3,3,1,Ready to Move,New Property,,Furnished,,Flat
9500000,1750,4,3,,Ready to Move,New Property,1,Semi-Furnished,0,Individual House
10500000,1900,4,3,1,Ready to Move,New Property,,Semi-Furnished,,Flat
55000000,2600,4,5,3,Ready to Move,New Property,,Unfurnished,,Individual House
10900000,1983,3,3,5,Ready to Move,Resale,1,,2,Flat
3700000,984,2,2,3,Ready to Move,New Property,1,Unfurnished,2,Flat
17000000,2200,4,4,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
4400000,1110,2,2,2,Ready to Move,Resale,1,,3,Flat
4100000,900,2,2,2,Ready to Move,Resale,1,,0,Flat
12500000,1200,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
3800000,990,2,2,,Ready to Move,Resale,1,,3,Flat
16000000,1343,3,3,2,Ready to Move,Resale,1,,2,Individual House
9500000,1728,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
15300000,2506,4,5,,Under Construction,New Property,,,,Individual House
11900000,1750,3,3,3,Ready to Move,New Property,1,,4,Flat
23500000,2500,4,3,2,Ready to Move,New Property,,,,Individual House
3050000,792,2,2,2,Ready to Move,Resale,1,,2,Flat
12000000,1800,4,4,2,Ready to Move,Resale,3,Unfurnished,,Flat
15300000,1700,3,2,3,Ready to Move,Resale,2,,2,Flat
22800000,2200,4,4,3,Ready to Move,Resale,2,,6,Flat
26600000,3000,3,3,3,,New Property,3,Semi-Furnished,2,Flat
47500000,2850,4,4,3,Ready to Move,Resale,1,Semi-Furnished,1,Flat
15800000,2000,3,3,2,Ready to Move,New Property,2,,1,Flat
7500000,1700,3,3,3,Ready to Move,Resale,1,,2,Flat
6500000,1000,4,3,3,Ready to Move,Resale,1,Unfurnished,,Flat
3900000,606,2,2,2,Ready to Move,Resale,,,2,Individual House
5500000,1400,3,3,3,Ready to Move,Resale,2,,2,Individual House
15700000,2622,4,4,4,Ready to Move,Resale,1,,2,Flat
6500000,560,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
9800000,1720,3,3,3,Ready to Move,Resale,,,,Flat
5500000,950,2,2,2,Ready to Move,Resale,2,,,Flat
5300000,1400,3,3,3,Ready to Move,Resale,1,,2,Flat
7500000,1000,2,2,1,Ready to Move,Resale,2,Semi-Furnished,0,Individual House
10500000,1578,3,3,2,Ready to Move,New Property,,,,Flat
22000000,2368,3,5,3,Ready to Move,Resale,,Semi-Furnished,,Flat
10200000,1895,3,3,3,Ready to Move,New Property,2,,2,Flat
10500000,2106,3,4,1,Ready to Move,Resale,,,,Flat
19000000,3500,4,4,4,Ready to Move,Resale,,Semi-Furnished,,Flat
2400000,540,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
18000000,2400,3,6,4,Ready to Move,Resale,3,,,Individual House
7200000,1250,3,2,1,Ready to Move,Resale,3,,2,Flat
19000000,2200,4,4,2,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1742,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
3200000,1250,2,2,3,Ready to Move,New Property,,,,Flat
6500000,1500,3,3,1,,New Property,,Semi-Furnished,,Flat
5500000,1050,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
7500000,1150,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
19000000,2200,4,4,2,Ready to Move,New Property,3,Semi-Furnished,1,Flat
11000000,1000,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
7500000,900,3,3,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
7700000,1350,3,3,2,Ready to Move,New Property,1,Semi-Furnished,2,Flat
14500000,2286,3,3,3,Ready to Move,Resale,1,,2,Flat
7100000,1295,2,2,4,Ready to Move,New Property,,,,Flat
11200000,1900,3,3,6,Ready to Move,Resale,1,,3,Flat
8800000,1733,3,3,3,Ready to Move,Resale,1,,2,Flat
6200000,1665,4,3,4,Ready to Move,Resale,1,,3,Flat
11400000,2077,3,3,4,Ready to Move,New Property,,,,Flat
16200000,1700,3,2,3,Ready to Move,Resale,2,,2,Flat
7600000,1300,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Individual House
18000000,2200,3,4,3,Ready to Move,New Property,4,Furnished,1,Flat
8900000,1200,3,3,1,Ready to Move,Resale,,Furnished,0,Flat
7500000,1710,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat
33000000,3150,4,5,5,Ready to Move,Resale,2,Semi-Furnished,2,Flat
24500000,2600,4,4,2,Ready to Move,New Property,4,,1,Individual House
18600000,2070,3,3,3,Ready to Move,Resale,,,,Flat
4200000,1250,3,3,2,Ready to Move,Resale,,Furnished,,Flat
35000000,3498,3,4,2,Ready to Move,Resale,2,,5,Individual House
11000000,1475,3,4,5,Ready to Move,New Property,,,,Flat
21600000,2100,3,3,2,,New Property,1,Unfurnished,,Flat
8400000,1564,3,2,4,Ready to Move,Resale,1,,3,Flat
10500000,1720,3,2,3,Ready to Move,New Property,1,Unfurnished,2,Flat
5500000,1240,2,2,2,Ready to Move,Resale,,,,Flat
12500000,2700,4,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
4750000,900,2,2,2,Ready to Move,Resale,,,,Flat
9000000,1406,2,2,2,,New Property,1,Semi-Furnished,3,Flat
30000000,4000,8,6,6,Ready to Move,Resale,3,,,Flat
18500000,2100,3,3,3,Ready to Move,New Property,2,,1,Flat
27000000,2850,5,4,6,Ready to Move,Resale,2,,2,Flat
45000000,5100,4,4,4,Ready to Move,New Property,,Semi-Furnished,,Flat
5700000,1250,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1070,2,2,1,,New Property,1,Unfurnished,1,Flat
14000000,2500,5,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
31900000,3557,5,6,5,Ready to Move,Resale,,,,Flat
7300000,1250,3,2,2,Ready to Move,Resale,1,,4,Flat
8500000,1495,3,2,4,Ready to Move,Resale,1,,2,Flat
7500000,1850,3,3,3,Ready to Move,New Property,1,,2,Flat
49500000,4800,6,6,4,Ready to Move,Resale,,Semi-Furnished,,Flat
11000000,2500,3,3,3,Ready to Move,New Property,2,Unfurnished,1,Flat
3220000,990,2,2,2,,New Property,1,Semi-Furnished,2,Flat
11700000,1800,3,3,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
4700000,1220,3,2,2,Ready to Move,Resale,,,,Individual House
11000000,1200,2,2,2,Ready to Move,Resale,1,Unfurnished,4,Flat
9200000,1500,3,3,3,Ready to Move,Resale,1,Semi-Furnished,0,Flat
60000000,5000,8,8,2,Ready to Move,Resale,3,,,Flat
11500000,1877,3,3,2,Ready to Move,Resale,1,,3,Individual House
5500000,1140,2,2,2,Ready to Move,Resale,,,,Flat
15000000,2018,3,3,,Under Construction,New Property,1,,2,Flat
8500000,1200,3,3,2,Ready to Move,Resale,2,,,Flat
3500000,1075,2,2,2,Ready to Move,New Property,1,,3,Individual House
3040000,950,2,2,3,Ready to Move,New Property,,Furnished,,Flat
14500000,2500,3,3,2,Ready to Move,Resale,3,,1,Flat
6000000,1855,3,2,2,Ready to Move,Resale,,,0,Flat
3200000,900,3,2,,Ready to Move,New Property,1,Semi-Furnished,,Flat
35000000,3700,5,5,5,Ready to Move,New Property,3,Semi-Furnished,4,Flat
8800000,1463,2,2,4,Ready to Move,New Property,,,,Flat
17500000,1800,3,3,4,Ready to Move,Resale,2,,2,Flat
33000000,3000,4,5,3,Ready to Move,Resale,4,Semi-Furnished,,Flat
8250000,1300,2,2,,Ready to Move,New Property,1,Semi-Furnished,2,Flat
45000000,4000,4,5,2,Ready to Move,New Property,4,,1,Flat
14400000,1500,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
7990000,1000,3,2,1,,New Property,,Unfurnished,,Flat
13100000,1750,3,2,3,Ready to Move,Resale,,,,Flat
16000000,1700,4,4,3,Ready to Move,Resale,,Unfurnished,,Flat
50000000,5605,4,5,4,Ready to Move,Resale,3,Semi-Furnished,,Flat
8500000,1800,4,3,1,Ready to Move,Resale,,Unfurnished,,Flat
7350000,1300,3,2,2,Ready to Move,Resale,1,,2,Flat
5600000,1140,2,2,3,Ready to Move,Resale,1,,2,Flat
8500000,1000,2,2,2,Ready to Move,Resale,2,,0,Flat
9350000,1020,2,2,2,Ready to Move,Resale,1,Unfurnished,10,Flat
8500000,1162,2,2,1,Ready to Move,Resale,,,,Flat
2900000,950,2,2,2,Ready to Move,New Property,,,,Individual House
8500000,1100,2,2,,Ready to Move,Resale,,,,Flat
35000000,3600,4,4,4,Ready to Move,New Property,3,Unfurnished,1,Flat
17500000,2200,4,4,2,Ready to Move,New Property,2,Furnished,1,Flat
17200000,1800,3,3,4,Ready to Move,Resale,,,,Flat
11000000,1550,3,3,2,Ready to Move,New Property,1,Semi-Furnished,0,Flat
2580000,1100,3,2,,,New Property,,Semi-Furnished,,Individual House
17500000,2045,3,3,3,Ready to Move,Resale,2,,3,Flat
11500000,1800,3,3,2,Ready to Move,Resale,1,,0,Flat
19000000,2000,4,4,3,Ready to Move,New Property,,,,Flat
3950000,1010,2,2,3,Ready to Move,Resale,1,Semi-Furnished,3,Flat
14700000,2000,3,3,2,Ready to Move,New Property,3,,1,Flat
16000000,2630,4,4,2,Ready to Move,Resale,1,,2,Flat
4200000,1510,3,3,3,Ready to Move,Resale,,,,Flat
22500000,2055,3,3,5,,New Property,1,Semi-Furnished,2,Flat
3100000,935,2,2,2,Ready to Move,New Property,2,,2,Flat
12900000,2150,3,3,4,,New Property,1,Semi-Furnished,3,Individual House
11500000,1510,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Flat
8110000,1690,3,3,4,,New Property,1,Unfurnished,3,Flat
56500000,6279,5,5,4,Ready to Move,New Property,3,,3,Individual House
29500000,4000,5,5,2,Ready to Move,Resale,,Semi-Furnished,,Flat
20500000,1750,3,3,3,Ready to Move,Resale,1,,0,Flat
7600000,1395,3,2,5,,New Property,1,Semi-Furnished,3,Flat
23400000,2910,3,4,4,Ready to Move,Resale,,,,Flat
